Date,Open,High,Low,Close,Adj Close,Volume
2023-10-01,0.062140,0.074888,0.057466,0.068277,0.068277,7761886555
2023-11-01,0.068279,0.087061,0.066129,0.083417,0.083417,21100778032
2023-12-01,0.083414,0.105837,0.082504,0.089472,0.089472,23655304142
2024-01-01,0.089473,0.094330,0.074972,0.078764,0.078764,15096122846
2024-02-01,0.078763,0.134409,0.077504,0.117185,0.117185,19964515781
2024-03-01,0.117167,0.226581,0.117167,0.220064,0.220064,109268071992
2024-04-01,0.220065,0.220068,0.129762,0.133327,0.133327,64588245005
2024-05-01,0.133327,0.174550,0.120348,0.159136,0.159136,47099922037
2024-06-01,0.159136,0.165170,0.114731,0.124305,0.124305,22681826142
2024-07-01,0.124304,0.143087,0.093795,0.122014,0.122014,25451336992
