Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,0.691045,0.748981,0.505194,0.570022,0.570022,84466391
2020-06-01,0.573472,1.029176,0.547287,0.860094,0.860094,53513032
2020-07-01,0.863364,2.095622,0.642635,1.538178,1.538178,158338838
2020-08-01,1.532759,4.872941,1.411973,4.782046,4.782046,489810383
2020-09-01,4.781050,4.944731,2.191675,2.897876,2.897876,545992473
2020-10-01,2.898162,2.985834,1.342213,1.540700,1.540700,328629399
2020-11-01,1.540700,2.498828,1.281868,1.966891,1.966891,488252349
2020-12-01,1.968321,2.221310,1.090161,1.510898,1.510898,355105302
2021-01-01,1.509775,4.787010,1.502038,4.264144,4.264144,1997602187
2021-02-01,4.261251,18.146622,4.118255,13.089247,13.089247,4848510932
2021-03-01,13.108435,20.869474,11.901228,19.465229,19.465229,4765318582
2021-04-01,19.415682,48.434265,18.568419,42.956001,42.956001,19636381495
2021-05-01,42.893337,58.302925,19.139839,32.816246,32.816246,31090298933
2021-06-01,32.770885,44.100559,20.380444,35.556404,35.556404,21093645183
2021-07-01,35.505653,38.011703,22.177542,36.827312,36.827312,11907534842
2021-08-01,36.679127,130.014618,32.402660,108.483772,108.483772,55557743675
2021-09-01,107.444481,214.957184,106.270821,141.069046,141.069046,158253964986
2021-10-01,141.382919,218.731888,137.811569,202.421021,202.421021,95049599341
2021-11-01,202.629211,260.062103,182.372452,208.670990,208.670990,88928013588
2021-12-01,208.393158,243.111664,148.571823,170.299072,170.299072,77988400810
2022-01-01,170.310837,179.432358,81.226051,99.738838,99.738838,64340292338
2022-02-01,99.725945,121.554031,76.859573,99.520348,99.520348,66218090005
2022-03-01,99.540466,128.930115,78.004387,122.661461,122.661461,70610214701
2022-04-01,122.736107,143.020020,82.909538,85.095932,85.095932,54892178111
2022-05-01,85.094688,95.032822,38.050091,45.767841,45.767841,59438120663
2022-06-01,45.765129,45.946659,26.060320,33.588417,33.588417,47456191626
2022-07-01,33.645653,47.099380,31.934067,42.400204,42.400204,43641808083
2022-08-01,42.401554,48.184284,30.119162,31.472956,31.472956,34702219748
2022-09-01,31.475082,38.870384,30.195068,33.212444,33.212444,27370651252
2022-10-01,33.215691,34.457283,26.986404,32.611038,32.611038,24020285901
2022-11-01,32.607609,38.549622,11.010652,14.115445,14.115445,38530392927
2022-12-01,14.133452,14.887667,8.141268,9.961039,9.961039,8098818749
2023-01-01,9.961036,26.652805,9.721011,23.952547,23.952547,32189311426
2023-02-01,23.948515,26.925581,19.843344,21.916388,21.916388,18758524522
2023-03-01,21.912136,23.831194,16.117346,21.170496,21.170496,17774918267
2023-04-01,21.171352,25.938335,19.947697,22.832014,22.832014,14256987511
2023-05-01,22.828505,23.222301,18.892263,20.824503,20.824503,9078738922
2023-06-01,20.824892,22.284592,13.379449,18.897322,18.897322,11396306573
2023-07-01,18.896065,30.057695,17.945799,23.720957,23.720957,19472024682
2023-08-01,23.724892,25.241121,19.549763,19.735092,19.735092,10668041414
2023-09-01,19.734756,21.729971,17.461477,21.395147,21.395147,7329155898
2023-10-01,21.392059,38.546432,21.068972,38.519516,38.519516,20346249922
2023-11-01,38.513058,67.992149,37.961052,59.241623,59.241623,65686484154
2023-12-01,59.238178,125.193893,58.778210,101.505821,101.505821,96652075134
2024-01-01,101.512810,116.882492,79.066696,97.028709,97.028709,85663698999
2024-02-01,97.024841,134.465698,93.280739,125.711517,125.711517,65774857231
2024-03-01,125.636703,209.696060,109.538757,202.874130,202.874130,180057639872
2024-04-01,202.874435,204.179764,119.833344,126.962708,126.962708,119806741353
2024-05-01,126.962547,188.493835,119.384811,165.637711,165.637711,92091937719
2024-06-01,165.637726,175.475311,123.669334,146.492493,146.492493,62485827625
2024-07-01,146.481277,193.732285,122.442307,171.826157,171.826157,83075648942
