Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,1.240400,1.288600,1.239600,1.283100,1.283100,0
2018-03-01,1.288330,1.308300,1.263100,1.302400,1.302400,0
2018-04-01,1.301500,1.327500,1.279600,1.320100,1.320100,0
2018-05-01,1.327520,1.348800,1.314840,1.320800,1.320800,0
2018-06-01,1.322500,1.364200,1.302400,1.361200,1.361200,0
2018-07-01,1.350500,1.367400,1.336170,1.350020,1.350020,0
2018-08-01,1.347980,1.390800,1.341700,1.377100,1.377100,0
2018-09-01,1.377100,1.411200,1.369300,1.384000,1.384000,0
2018-10-01,1.384470,1.424100,1.381700,1.408600,1.408600,0
2018-11-01,1.411800,1.412270,1.361500,1.365770,1.365770,0
2018-12-01,1.365600,1.424900,1.352600,1.419500,1.419500,0
2019-01-01,1.420100,1.445200,1.370840,1.378420,1.378420,0
2019-02-01,1.375100,1.417300,1.372900,1.398900,1.398900,0
2019-03-01,1.408410,1.427780,1.395100,1.411000,1.411000,0
2019-04-01,1.405800,1.430600,1.387800,1.417400,1.417400,0
2019-05-01,1.418700,1.457200,1.415600,1.448000,1.448000,0
2019-06-01,1.448200,1.463460,1.423100,1.427800,1.427800,0
2019-07-01,1.424030,1.456980,1.412600,1.454500,1.454500,0
2019-08-01,1.460940,1.497340,1.456580,1.484600,1.484600,0
2019-09-01,1.484650,1.495000,1.450400,1.479100,1.479100,0
2019-10-01,1.480600,1.498900,1.442585,1.449720,1.449720,0
2019-11-01,1.450642,1.480188,1.443210,1.478109,1.478109,0
2019-12-01,1.477760,1.478240,1.421920,1.428286,1.428286,0
2020-01-01,1.425500,1.496200,1.419446,1.490700,1.490700,0
2020-02-01,1.490600,1.552072,1.476015,1.519710,1.519710,0
2020-03-01,1.519618,1.811594,1.496222,1.621010,1.621010,0
2020-04-01,1.628638,1.671766,1.522163,1.525550,1.525550,0
2020-05-01,1.539433,1.569050,1.496200,1.507500,1.507500,0
2020-06-01,1.501680,1.501680,1.420300,1.455200,1.455200,0
2020-07-01,1.449170,1.453784,1.383300,1.388180,1.388180,0
2020-08-01,1.388388,1.412970,1.351370,1.356300,1.356300,0
2020-09-01,1.354812,1.427144,1.348982,1.399854,1.399854,0
2020-10-01,1.395187,1.427633,1.380262,1.420939,1.420939,0
2020-11-01,1.421181,1.429920,1.349528,1.351300,1.351300,0
2020-12-01,1.358750,1.361730,1.291756,1.300510,1.300510,0
2021-01-01,1.286703,1.317000,1.218383,1.308200,1.308200,0
2021-02-01,1.312230,1.321580,1.248923,1.270648,1.270648,0
2021-03-01,1.289710,1.321960,1.274048,1.314268,1.314268,0
2021-04-01,1.316760,1.327457,1.279067,1.285740,1.285740,0
2021-05-01,1.295505,1.302510,1.266800,1.297000,1.297000,0
2021-06-01,1.291306,1.337100,1.286190,1.330920,1.330920,0
2021-07-01,1.334169,1.371780,1.316032,1.352064,1.352064,0
2021-08-01,1.352080,1.407004,1.346400,1.371510,1.371510,0
2021-09-01,1.366120,1.393088,1.328198,1.392758,1.392758,0
2021-10-01,1.383355,1.390090,1.323500,1.327739,1.327739,0
2021-11-01,1.329630,1.414948,1.309346,1.399423,1.399423,0
2021-12-01,1.403174,1.427756,1.373891,1.379348,1.379348,0
2022-01-01,1.379100,1.435008,1.367241,1.428980,1.428980,0
2022-02-01,1.415248,1.421525,1.372910,1.391500,1.391500,0
2022-03-01,1.377200,1.395342,1.326300,1.332800,1.332800,0
2022-04-01,1.334770,1.417294,1.305364,1.406700,1.406700,0
2022-05-01,1.406700,1.460984,1.376410,1.389815,1.389815,0
2022-06-01,1.392250,1.458938,1.373230,1.453390,1.453390,0
2022-07-01,1.449780,1.496289,1.415408,1.428400,1.428400,0
2022-08-01,1.434470,1.461582,1.401345,1.458279,1.458279,0
2022-09-01,1.464450,1.570820,1.445504,1.535391,1.535391,0
2022-10-01,1.535391,1.619119,1.357773,1.562180,1.562180,0
2022-11-01,1.560087,1.593750,1.471887,1.496090,1.496090,0
2022-12-01,1.470675,1.508296,1.450747,1.469076,1.469076,0
2023-01-01,1.469076,1.494950,1.397800,1.416812,1.416812,0
2023-02-01,1.418158,1.492805,1.397409,1.483019,1.483019,0
2023-03-01,1.485710,1.522812,1.474060,1.488800,1.488800,0
2023-04-01,1.488800,1.520658,1.471887,1.511300,1.511300,0
2023-05-01,1.512310,1.546910,1.466770,1.534260,1.534260,0
2023-06-01,1.536948,1.541782,1.439574,1.510640,1.510640,0
2023-07-01,1.510640,1.515110,1.449906,1.501320,1.501320,0
2023-08-01,1.488800,1.570598,1.487387,1.543500,1.543500,0
2023-09-01,1.541210,1.575030,1.526951,1.555700,1.555700,0
2023-10-01,1.555700,1.594489,1.537752,1.569612,1.569612,0
2023-11-01,1.577300,1.582454,1.498442,1.510800,1.510800,0
2023-12-01,1.513592,1.532309,1.409980,1.464922,1.464922,0
2024-01-01,1.466170,1.531820,1.461800,1.516346,1.516346,0
2024-02-01,1.524040,1.551080,1.500420,1.539717,1.539717,0
2024-03-01,1.538840,1.543350,1.496872,1.534213,1.534213,0
2024-04-01,1.530690,1.570944,1.505185,1.523949,1.523949,0
2024-05-01,1.543686,1.546456,1.489270,1.508227,1.508227,0
2024-06-01,1.500375,1.520566,1.492092,1.495215,1.495215,0
2024-07-01,1.498350,1.543138,1.470890,1.528701,1.528701,0
