Date,Open,High,Low,Close,Adj Close,Volume
2015-07-01,0.637350,0.651930,0.636200,0.640850,0.640850,0
2015-08-01,0.640080,0.651900,0.632200,0.648590,0.648590,0
2015-09-01,0.650830,0.661800,0.638600,0.659720,0.659720,0
2015-10-01,0.661250,0.661700,0.644800,0.648130,0.648130,0
2015-11-01,0.647580,0.666800,0.645200,0.664940,0.664940,0
2015-12-01,0.664110,0.678200,0.656600,0.674800,0.674800,0
2016-01-01,0.678500,0.709800,0.674900,0.701950,0.701950,0
2016-02-01,0.702010,0.722600,0.681750,0.721400,0.721400,0
2016-03-01,0.717820,0.718700,0.689000,0.695700,0.695700,0
2016-04-01,0.696070,0.713900,0.681800,0.684130,0.684130,0
2016-05-01,0.684130,0.697540,0.677100,0.683290,0.683290,0
2016-06-01,0.690370,0.761530,0.669030,0.742620,0.742620,0
2016-07-01,0.749980,0.779540,0.741770,0.756640,0.756640,0
2016-08-01,0.756470,0.777100,0.747770,0.763900,0.763900,0
2016-09-01,0.761400,0.774200,0.743900,0.771400,0.771400,0
2016-10-01,0.770300,0.827220,0.770300,0.818600,0.818600,0
2016-11-01,0.817300,0.818900,0.789100,0.800500,0.800500,0
2016-12-01,0.799030,0.819500,0.782900,0.810370,0.810370,0
2017-01-01,0.810370,0.833940,0.789000,0.800000,0.800000,0
2017-02-01,0.794470,0.809820,0.787050,0.803900,0.803900,0
2017-03-01,0.807790,0.825540,0.792660,0.801380,0.801380,0
2017-04-01,0.796620,0.808530,0.771680,0.773300,0.773300,0
2017-05-01,0.773260,0.782980,0.766400,0.780700,0.780700,0
2017-06-01,0.776670,0.794230,0.767400,0.768570,0.768570,0
2017-07-01,0.767510,0.780480,0.757780,0.760750,0.760750,0
2017-08-01,0.757700,0.782630,0.754100,0.773960,0.773960,0
2017-09-01,0.772790,0.774820,0.734440,0.746450,0.746450,0
2017-10-01,0.746450,0.767520,0.746130,0.756860,0.756860,0
2017-11-01,0.752380,0.766780,0.738070,0.745310,0.745310,0
2017-12-01,0.739040,0.751420,0.738000,0.739860,0.739860,0
2018-01-01,0.739860,0.742980,0.697370,0.706420,0.706420,0
2018-02-01,0.704220,0.725810,0.700460,0.719110,0.719110,0
2018-03-01,0.727110,0.729110,0.702000,0.713420,0.713420,0
2018-04-01,0.713420,0.729040,0.695550,0.726160,0.726160,0
2018-05-01,0.726100,0.757130,0.725900,0.752810,0.752810,0
2018-06-01,0.752500,0.766170,0.742200,0.757000,0.757000,0
2018-07-01,0.757000,0.771660,0.748500,0.761300,0.761300,0
2018-08-01,0.762290,0.789680,0.760700,0.768580,0.768580,0
2018-09-01,0.771490,0.781660,0.752100,0.767400,0.767400,0
2018-10-01,0.766900,0.787250,0.754300,0.786850,0.786850,0
2018-11-01,0.783360,0.785710,0.759050,0.782200,0.782200,0
2018-12-01,0.783510,0.801200,0.779180,0.787800,0.787800,0
2019-01-01,0.784300,0.798800,0.757000,0.762360,0.762360,0
2019-02-01,0.762820,0.782840,0.749130,0.750850,0.750850,0
2019-03-01,0.753870,0.771470,0.750100,0.766580,0.766580,0
2019-04-01,0.767940,0.777180,0.757800,0.773250,0.773250,0
2019-05-01,0.766830,0.796170,0.758900,0.793040,0.793040,0
2019-06-01,0.791200,0.799540,0.782230,0.787650,0.787650,0
2019-07-01,0.787790,0.825010,0.786900,0.822260,0.822260,0
2019-08-01,0.822730,0.832000,0.812660,0.822440,0.822440,0
2019-09-01,0.822440,0.836160,0.794720,0.813460,0.813460,0
2019-10-01,0.813630,0.819720,0.768480,0.775090,0.775090,0
2019-11-01,0.772880,0.783100,0.770290,0.773395,0.773395,0
2019-12-01,0.773455,0.775310,0.740200,0.762600,0.762600,0
2020-01-01,0.754489,0.771800,0.753523,0.764000,0.764000,0
2020-02-01,0.757146,0.784040,0.757146,0.780129,0.780129,0
2020-03-01,0.779849,0.871320,0.757590,0.808300,0.808300,0
2020-04-01,0.805700,0.819180,0.791280,0.801830,0.801830,0
2020-05-01,0.794850,0.827400,0.794850,0.810045,0.810045,0
2020-06-01,0.810020,0.816050,0.781230,0.812310,0.812310,0
2020-07-01,0.807190,0.809040,0.759320,0.762320,0.762320,0
2020-08-01,0.764176,0.770167,0.746650,0.748700,0.748700,0
2020-09-01,0.748220,0.788670,0.741800,0.777210,0.777210,0
2020-10-01,0.774100,0.779850,0.759220,0.772260,0.772260,0
2020-11-01,0.772439,0.777800,0.746341,0.750080,0.750080,0
2020-12-01,0.749780,0.761210,0.730750,0.733640,0.733640,0
2021-01-01,0.730460,0.743260,0.726750,0.729607,0.729607,0
2021-02-01,0.730030,0.736840,0.703380,0.717875,0.717875,0
2021-03-01,0.715500,0.731490,0.713720,0.727450,0.727450,0
2021-04-01,0.725230,0.731500,0.713800,0.716700,0.716700,0
2021-05-01,0.723589,0.724350,0.702570,0.705200,0.705200,0
2021-06-01,0.702860,0.725310,0.701890,0.722400,0.722400,0
2021-07-01,0.723190,0.736720,0.715100,0.719217,0.719217,0
2021-08-01,0.718907,0.735100,0.716490,0.726720,0.726720,0
2021-09-01,0.727077,0.745300,0.718740,0.744800,0.744800,0
2021-10-01,0.742410,0.744250,0.722857,0.730460,0.730460,0
2021-11-01,0.730650,0.757220,0.730210,0.751030,0.751030,0
2021-12-01,0.752110,0.759070,0.738090,0.740830,0.740830,0
2022-01-01,0.739653,0.748470,0.727300,0.746080,0.746080,0
2022-02-01,0.743900,0.753240,0.732960,0.747760,0.747760,0
2022-03-01,0.745000,0.769150,0.744200,0.761100,0.761100,0
2022-04-01,0.760700,0.805540,0.759480,0.795229,0.795229,0
2022-05-01,0.795229,0.822560,0.789500,0.790700,0.790700,0
2022-06-01,0.793040,0.833880,0.792590,0.824280,0.824280,0
2022-07-01,0.822370,0.850110,0.816820,0.821018,0.821018,0
2022-08-01,0.821840,0.862050,0.813540,0.857650,0.857650,0
2022-09-01,0.862300,0.963480,0.851960,0.895300,0.895300,0
2022-10-01,0.896700,0.915210,0.858800,0.862370,0.862370,0
2022-11-01,0.871700,0.895850,0.822760,0.837040,0.837040,0
2022-12-01,0.828120,0.833730,0.803760,0.826515,0.826515,0
2023-01-01,0.826515,0.844270,0.803260,0.809480,0.809480,0
2023-02-01,0.812490,0.839150,0.806330,0.829080,0.829080,0
2023-03-01,0.831160,0.846890,0.804980,0.807280,0.807280,0
2023-04-01,0.809979,0.814540,0.794830,0.795165,0.795165,0
2023-05-01,0.796280,0.812200,0.788700,0.805680,0.805680,0
2023-06-01,0.803500,0.808430,0.778350,0.792730,0.792730,0
2023-07-01,0.786906,0.789870,0.760900,0.777970,0.777970,0
2023-08-01,0.779300,0.796890,0.778900,0.786671,0.786671,0
2023-09-01,0.789180,0.825000,0.786780,0.819471,0.819471,0
2023-10-01,0.819807,0.830390,0.810630,0.821980,0.821980,0
2023-11-01,0.822960,0.826600,0.785390,0.787625,0.787625,0
2023-12-01,0.791650,0.799700,0.779620,0.784868,0.784868,0
2024-01-01,0.785546,0.793810,0.782190,0.787680,0.787680,0
2024-02-01,0.788600,0.798720,0.782910,0.789700,0.789700,0
2024-03-01,0.791940,0.795080,0.775760,0.791954,0.791954,0
2024-04-01,0.791250,0.812930,0.786840,0.796190,0.796190,0
2024-05-01,0.800680,0.803270,0.781260,0.785520,0.785520,0
2024-06-01,0.785053,0.792800,0.777600,0.790514,0.790514,0
2024-07-01,0.790500,0.792620,0.766600,0.779000,0.779000,0
